Date,District,Rainfall_mm,Groundwater_Level_mbgl,Reservoir_Level_pct,Extraction Borewells,Recharge Borewells,Groundwater Stress Classification,Net Groundwater Change MLD,Groundwater Recovery MLD,Groundwater Extraction MLD
1/18/2024,Porbandar,0,16.99,45,400,33,Warning,-46.35,1.65,48
1/19/2024,Porbandar,0,16.69,38.8,400,33,Warning,-46.35,1.65,48
1/20/2024,Porbandar,0,16.48,34.7,400,33,Warning,-46.35,1.65,48
1/21/2024,Porbandar,0,17.42,41.2,400,33,Warning,-46.35,1.65,48
1/22/2024,Porbandar,0,17.07,34.5,400,33,Warning,-46.35,1.65,48
1/23/2024,Porbandar,0,16.85,37.1,400,33,Warning,-46.35,1.65,48
1/24/2024,Porbandar,0,17.06,39.7,400,33,Warning,-46.35,1.65,48
1/25/2024,Porbandar,0.5,16.67,42.4,400,33,Warning,-46.3,1.7,48
1/26/2024,Porbandar,0,17.45,36.6,400,33,Warning,-46.35,1.65,48
1/27/2024,Porbandar,0,17.33,46.8,400,33,Warning,-46.35,1.65,48
1/28/2024,Porbandar,0,17.97,30.4,400,33,Warning,-46.35,1.65,48
1/29/2024,Porbandar,0,17.11,43.3,400,33,Warning,-46.35,1.65,48
1/30/2024,Porbandar,0,17.81,40.7,400,33,Warning,-46.35,1.65,48
1/31/2024,Porbandar,0,17.35,38.6,400,33,Warning,-46.35,1.65,48
2/1/2024,Porbandar,0,17.42,35.8,400,33,Warning,-46.35,1.65,48
2/2/2024,Porbandar,0,18.1,46,400,33,Warning,-46.35,1.65,48
2/3/2024,Porbandar,0,17.4,38,400,33,Warning,-46.35,1.65,48
2/4/2024,Porbandar,0,17.48,34.1,400,33,Warning,-46.35,1.65,48
2/5/2024,Porbandar,0,17.54,42.6,400,33,Warning,-46.35,1.65,48
2/6/2024,Porbandar,0,18.1,40.9,400,33,Warning,-46.35,1.65,48
2/7/2024,Porbandar,0,17.38,31.9,400,33,Warning,-46.35,1.65,48
2/8/2024,Porbandar,0,18.21,29.4,400,33,Warning,-46.35,1.65,48
2/9/2024,Porbandar,0,18.35,39.1,400,33,Warning,-46.35,1.65,48
2/10/2024,Porbandar,0,17.69,32.2,400,33,Warning,-46.35,1.65,48
2/11/2024,Porbandar,0,18.52,31.5,400,33,Warning,-46.35,1.65,48
2/12/2024,Porbandar,0,17.53,47.5,400,33,Warning,-46.35,1.65,48
2/13/2024,Porbandar,0,17.3,26.3,400,33,Warning,-46.35,1.65,48
2/14/2024,Porbandar,0.9,18.27,34.9,400,33,Warning,-46.26,1.74,48
2/15/2024,Porbandar,0,18.33,30.8,400,33,Warning,-46.35,1.65,48
2/16/2024,Porbandar,0,17.19,40.4,400,33,Warning,-46.35,1.65,48
2/17/2024,Porbandar,0,19.21,39.2,400,33,Warning,-46.35,1.65,48
2/18/2024,Porbandar,0,18.96,33.6,400,33,Warning,-46.35,1.65,48
2/19/2024,Porbandar,0,19.48,39,400,33,Warning,-46.35,1.65,48
2/20/2024,Porbandar,0,19.56,39.1,400,33,Warning,-46.35,1.65,48
2/21/2024,Porbandar,0,19.15,28.9,400,33,Warning,-46.35,1.65,48
2/22/2024,Porbandar,0,20.09,31.2,400,33,Critical,-46.35,1.65,48
2/23/2024,Porbandar,0,19.15,37.1,400,33,Warning,-46.35,1.65,48
2/24/2024,Porbandar,0,19.77,40,400,33,Warning,-46.35,1.65,48
2/25/2024,Porbandar,0,18.43,38.2,400,33,Warning,-46.35,1.65,48
2/26/2024,Porbandar,0,19.29,37.5,400,33,Warning,-46.35,1.65,48
2/27/2024,Porbandar,0,19.73,38.8,400,33,Warning,-46.35,1.65,48
2/28/2024,Porbandar,0,18.77,27,400,33,Warning,-46.35,1.65,48
2/29/2024,Porbandar,0,19.6,38.3,400,33,Warning,-46.35,1.65,48
3/1/2024,Porbandar,0,18.75,44.4,400,33,Warning,-46.35,1.65,48
3/2/2024,Porbandar,0,19,33.1,400,33,Warning,-46.35,1.65,48
3/3/2024,Porbandar,0,19.96,44.2,400,33,Warning,-46.35,1.65,48
3/4/2024,Porbandar,0,19.53,28.3,400,33,Warning,-46.35,1.65,48
3/5/2024,Porbandar,0,20.25,32.6,400,33,Critical,-46.35,1.65,48
3/6/2024,Porbandar,0,20.49,43.1,400,33,Critical,-46.35,1.65,48
3/7/2024,Porbandar,0,19.74,35.6,400,33,Warning,-46.35,1.65,48
3/8/2024,Porbandar,0,19.39,28.3,400,33,Warning,-46.35,1.65,48
3/9/2024,Porbandar,0,19.27,39.3,400,33,Warning,-46.35,1.65,48
3/10/2024,Porbandar,0,20.48,31.9,400,33,Critical,-46.35,1.65,48
3/11/2024,Porbandar,0,19.27,33.1,400,33,Warning,-46.35,1.65,48
3/12/2024,Porbandar,0,19.44,41.3,400,33,Warning,-46.35,1.65,48
3/13/2024,Porbandar,0,19.37,31.4,400,33,Warning,-46.35,1.65,48
3/14/2024,Porbandar,0,19.67,32.2,400,33,Warning,-46.35,1.65,48
3/15/2024,Porbandar,0,19.68,42,400,33,Warning,-46.35,1.65,48
3/16/2024,Porbandar,0,20.44,36.8,400,33,Critical,-46.35,1.65,48
3/17/2024,Porbandar,0,19.79,33.2,400,33,Warning,-46.35,1.65,48
3/18/2024,Porbandar,0,20.24,26.8,400,33,Critical,-46.35,1.65,48
3/19/2024,Porbandar,0,20.6,36.5,400,33,Critical,-46.35,1.65,48
3/20/2024,Porbandar,0,20.59,32.8,400,33,Critical,-46.35,1.65,48
3/21/2024,Porbandar,0,19.89,34.1,400,33,Warning,-46.35,1.65,48
3/22/2024,Porbandar,0,20.55,35.5,400,33,Critical,-46.35,1.65,48
3/23/2024,Porbandar,0,20.6,21.9,400,33,Critical,-46.35,1.65,48
3/24/2024,Porbandar,1,19.78,28.7,400,33,Warning,-46.25,1.75,48
3/25/2024,Porbandar,0,19.1,39.6,400,33,Warning,-46.35,1.65,48
3/26/2024,Porbandar,0,19.47,30.2,400,33,Warning,-46.35,1.65,48
3/27/2024,Porbandar,0,19.25,35.5,400,33,Warning,-46.35,1.65,48
3/28/2024,Porbandar,0,19.97,40,400,33,Warning,-46.35,1.65,48
3/29/2024,Porbandar,0,19.41,35.8,400,33,Warning,-46.35,1.65,48
3/30/2024,Porbandar,2,20.51,38.5,400,33,Critical,-46.15,1.85,48
3/31/2024,Porbandar,0,20.51,42.2,400,33,Critical,-46.35,1.65,48
4/1/2024,Porbandar,0,20.42,28.3,400,33,Critical,-46.35,1.65,48
4/2/2024,Porbandar,0,20.09,39.2,400,33,Critical,-46.35,1.65,48
4/3/2024,Porbandar,0,19.94,32.3,400,33,Warning,-46.35,1.65,48
4/4/2024,Porbandar,0,19.77,23.5,400,33,Warning,-46.35,1.65,48
4/5/2024,Porbandar,0,20.65,24.9,400,33,Critical,-46.35,1.65,48
4/6/2024,Porbandar,4.3,20.25,31.1,400,33,Critical,-45.92,2.08,48
4/7/2024,Porbandar,0,20.18,40.4,400,33,Critical,-46.35,1.65,48
4/8/2024,Porbandar,0,19.58,33.8,400,33,Warning,-46.35,1.65,48
4/9/2024,Porbandar,0,19.63,20.9,400,33,Warning,-46.35,1.65,48
4/10/2024,Porbandar,0,19.97,43.1,400,33,Warning,-46.35,1.65,48
4/11/2024,Porbandar,0,19.93,35.9,400,33,Warning,-46.35,1.65,48
4/12/2024,Porbandar,0,20.53,36.6,400,33,Critical,-46.35,1.65,48
4/13/2024,Porbandar,0,20.26,29.6,400,33,Critical,-46.35,1.65,48
4/14/2024,Porbandar,0,20.52,28.6,400,33,Critical,-46.35,1.65,48
4/15/2024,Porbandar,0,19.75,27.4,400,33,Warning,-46.35,1.65,48
4/16/2024,Porbandar,0,19.75,34,400,33,Warning,-46.35,1.65,48
4/17/2024,Porbandar,0,19.02,27.8,400,33,Warning,-46.35,1.65,48
4/18/2024,Porbandar,0,19.24,26.9,400,33,Warning,-46.35,1.65,48
4/19/2024,Porbandar,0,20.21,34.8,400,33,Critical,-46.35,1.65,48
4/20/2024,Porbandar,0,20.12,31.5,400,33,Critical,-46.35,1.65,48
4/21/2024,Porbandar,3.8,20.11,34.4,400,33,Critical,-45.97,2.03,48
4/22/2024,Porbandar,0,19.32,30,400,33,Warning,-46.35,1.65,48
4/23/2024,Porbandar,0,19.53,32,400,33,Warning,-46.35,1.65,48
4/24/2024,Porbandar,6.5,19.06,31.9,400,33,Warning,-45.7,2.3,48
4/25/2024,Porbandar,0,20.07,27.5,400,33,Critical,-46.35,1.65,48
4/26/2024,Porbandar,0,18.69,36.4,400,33,Warning,-46.35,1.65,48
4/27/2024,Porbandar,0,19.59,32.8,400,33,Warning,-46.35,1.65,48
4/28/2024,Porbandar,0,19.6,38,400,33,Warning,-46.35,1.65,48
4/29/2024,Porbandar,0,19.12,32.6,400,33,Warning,-46.35,1.65,48
4/30/2024,Porbandar,0,19.37,31.5,400,33,Warning,-46.35,1.65,48
5/1/2024,Porbandar,0,18.3,33.4,400,33,Warning,-46.35,1.65,48
5/2/2024,Porbandar,0,19.43,32.9,400,33,Warning,-46.35,1.65,48
5/3/2024,Porbandar,0,19.25,24.1,400,33,Warning,-46.35,1.65,48
5/4/2024,Porbandar,0,19.65,22.3,400,33,Warning,-46.35,1.65,48
5/5/2024,Porbandar,2.3,19.43,27.9,400,33,Warning,-46.12,1.88,48
5/6/2024,Porbandar,0,19.51,25.9,400,33,Warning,-46.35,1.65,48
5/7/2024,Porbandar,0,18.09,38.6,400,33,Warning,-46.35,1.65,48
5/8/2024,Porbandar,0,18.88,28.4,400,33,Warning,-46.35,1.65,48
5/9/2024,Porbandar,1.2,18.62,26.3,400,33,Warning,-46.23,1.77,48
5/10/2024,Porbandar,3.4,18.65,35.3,400,33,Warning,-46.01,1.99,48
5/11/2024,Porbandar,0,18.58,28.8,400,33,Warning,-46.35,1.65,48
5/12/2024,Porbandar,0,18.01,29,400,33,Warning,-46.35,1.65,48
5/13/2024,Porbandar,0,18.72,24.2,400,33,Warning,-46.35,1.65,48
5/14/2024,Porbandar,0,18.88,35.8,400,33,Warning,-46.35,1.65,48
5/15/2024,Porbandar,0.2,18.71,32.6,400,33,Warning,-46.33,1.67,48
5/16/2024,Porbandar,0,17.81,20.6,400,33,Warning,-46.35,1.65,48
5/17/2024,Porbandar,0,19.27,29.4,400,33,Warning,-46.35,1.65,48
5/18/2024,Porbandar,0,19.06,11.5,400,33,Warning,-46.35,1.65,48
5/19/2024,Porbandar,0,18.86,32.6,400,33,Warning,-46.35,1.65,48
5/20/2024,Porbandar,0,18.35,23.8,400,33,Warning,-46.35,1.65,48
5/21/2024,Porbandar,0,18.44,29.3,400,33,Warning,-46.35,1.65,48
5/22/2024,Porbandar,0,17.96,24.8,400,33,Warning,-46.35,1.65,48
5/23/2024,Porbandar,0,18.01,25.9,400,33,Warning,-46.35,1.65,48
5/24/2024,Porbandar,0,16.91,30.7,400,33,Warning,-46.35,1.65,48
5/25/2024,Porbandar,0,18.02,32.8,400,33,Warning,-46.35,1.65,48
5/26/2024,Porbandar,0,18.28,26.8,400,33,Warning,-46.35,1.65,48
5/27/2024,Porbandar,0,17.72,27.7,400,33,Warning,-46.35,1.65,48
5/28/2024,Porbandar,0,17.65,28.1,400,33,Warning,-46.35,1.65,48
5/29/2024,Porbandar,0,17.52,31.8,400,33,Warning,-46.35,1.65,48
5/30/2024,Porbandar,0,17.59,28.8,400,33,Warning,-46.35,1.65,48
5/31/2024,Porbandar,0,17.79,26.3,400,33,Warning,-46.35,1.65,48
6/1/2024,Porbandar,39.1,17.93,47.2,400,33,Warning,-42.44,5.56,48
6/2/2024,Porbandar,44.8,17.69,46.3,400,33,Warning,-41.87,6.13,48
6/3/2024,Porbandar,0,17.44,44.3,400,33,Warning,-46.35,1.65,48
6/4/2024,Porbandar,11.4,17.16,44.8,400,33,Warning,-45.21,2.79,48
6/5/2024,Porbandar,8.6,16.18,54.3,400,33,Warning,-45.49,2.51,48
6/6/2024,Porbandar,24.7,16.96,53.2,400,33,Warning,-43.88,4.12,48
6/7/2024,Porbandar,24.7,16.56,48.1,400,33,Warning,-43.88,4.12,48
6/8/2024,Porbandar,0,17.93,62.4,400,33,Warning,-46.35,1.65,48
6/9/2024,Porbandar,0,16.25,51.5,400,33,Warning,-46.35,1.65,48
6/10/2024,Porbandar,0,17.02,58.6,400,33,Warning,-46.35,1.65,48
6/11/2024,Porbandar,0,16.98,50.6,400,33,Warning,-46.35,1.65,48
6/12/2024,Porbandar,25.5,17.24,51.4,400,33,Warning,-43.8,4.2,48
6/13/2024,Porbandar,20.1,16.55,57.5,400,33,Warning,-44.34,3.66,48
6/14/2024,Porbandar,3.3,16.55,53.5,400,33,Warning,-46.02,1.98,48
6/15/2024,Porbandar,31.8,16.55,61.9,400,33,Warning,-43.17,4.83,48
6/16/2024,Porbandar,9.8,17.24,56.9,400,33,Warning,-45.37,2.63,48
6/17/2024,Porbandar,55.6,16.24,55.8,400,33,Warning,-40.79,7.21,48
6/18/2024,Porbandar,0,16.61,57.6,400,33,Warning,-46.35,1.65,48
6/19/2024,Porbandar,5.9,15.25,58.5,400,33,Warning,-45.76,2.24,48
6/20/2024,Porbandar,0,15.86,51.8,400,33,Warning,-46.35,1.65,48
6/21/2024,Porbandar,0,16.83,57.6,400,33,Warning,-46.35,1.65,48
6/22/2024,Porbandar,34.1,15.87,42.9,400,33,Warning,-42.94,5.06,48
6/23/2024,Porbandar,10.8,15.84,55.4,400,33,Warning,-45.27,2.73,48
6/24/2024,Porbandar,3.4,14.59,49.7,400,33,Warning,-46.01,1.99,48
6/25/2024,Porbandar,13.8,15.51,57.8,400,33,Warning,-44.97,3.03,48
6/26/2024,Porbandar,10.8,15.2,52.2,400,33,Warning,-45.27,2.73,48
6/27/2024,Porbandar,14.2,15.38,47.9,400,33,Warning,-44.93,3.07,48
6/28/2024,Porbandar,55.2,15.86,50.6,400,33,Warning,-40.83,7.17,48
6/29/2024,Porbandar,13.6,13.72,46.2,400,33,Warning,-44.99,3.01,48
6/30/2024,Porbandar,38.7,14.83,61,400,33,Warning,-42.48,5.52,48
7/1/2024,Porbandar,12.1,14.52,58.7,400,33,Warning,-45.14,2.86,48
7/2/2024,Porbandar,15.2,14.45,52,400,33,Warning,-44.83,3.17,48
7/3/2024,Porbandar,0,14.73,57.2,400,33,Warning,-46.35,1.65,48
7/4/2024,Porbandar,0,13.86,60.9,400,33,Warning,-46.35,1.65,48
7/5/2024,Porbandar,11.1,15.11,52.7,400,33,Warning,-45.24,2.76,48
7/6/2024,Porbandar,20.8,14.03,50.3,400,33,Warning,-44.27,3.73,48
7/7/2024,Porbandar,50,14.76,59.3,400,33,Warning,-41.35,6.65,48
7/8/2024,Porbandar,0,15.13,62.7,400,33,Warning,-46.35,1.65,48
7/9/2024,Porbandar,17.3,14.05,55.3,400,33,Warning,-44.62,3.38,48
7/10/2024,Porbandar,15.5,14.3,57.7,400,33,Warning,-44.8,3.2,48
7/11/2024,Porbandar,11.6,13.29,53.8,400,33,Warning,-45.19,2.81,48
7/12/2024,Porbandar,16.1,14.21,54.3,400,33,Warning,-44.74,3.26,48
7/13/2024,Porbandar,0,14.35,57,400,33,Warning,-46.35,1.65,48
7/14/2024,Porbandar,0,13.51,56.7,400,33,Warning,-46.35,1.65,48
7/15/2024,Porbandar,0,14.55,54.5,400,33,Warning,-46.35,1.65,48
7/16/2024,Porbandar,9.8,13.35,61.2,400,33,Warning,-45.37,2.63,48
7/17/2024,Porbandar,6.4,13.75,61.6,400,33,Warning,-45.71,2.29,48
7/18/2024,Porbandar,0,13.97,57,400,33,Warning,-46.35,1.65,48
7/19/2024,Porbandar,0,12.9,53.8,400,33,Warning,-46.35,1.65,48
7/20/2024,Porbandar,20.3,13.94,58.1,400,33,Warning,-44.32,3.68,48
7/21/2024,Porbandar,0,13.3,48.6,400,33,Warning,-46.35,1.65,48
7/22/2024,Porbandar,9.9,12.82,58.9,400,33,Warning,-45.36,2.64,48
7/23/2024,Porbandar,27.5,13.17,47.2,400,33,Warning,-43.6,4.4,48
7/24/2024,Porbandar,0,12.59,53.6,400,33,Warning,-46.35,1.65,48
7/25/2024,Porbandar,16.4,14.38,54.6,400,33,Warning,-44.71,3.29,48
7/26/2024,Porbandar,0,13.56,50,400,33,Warning,-46.35,1.65,48
7/27/2024,Porbandar,10.8,12.73,52.6,400,33,Warning,-45.27,2.73,48
7/28/2024,Porbandar,0,12.74,56.2,400,33,Warning,-46.35,1.65,48
7/29/2024,Porbandar,16.5,12.35,57.1,400,33,Warning,-44.7,3.3,48
7/30/2024,Porbandar,0,12.05,59.7,400,33,Warning,-46.35,1.65,48
7/31/2024,Porbandar,0,12.9,53.3,400,33,Warning,-46.35,1.65,48
8/1/2024,Porbandar,27.9,12.27,61.1,400,33,Warning,-43.56,4.44,48
8/2/2024,Porbandar,0,12.65,65.1,400,33,Warning,-46.35,1.65,48
8/3/2024,Porbandar,0,12.44,55.2,400,33,Warning,-46.35,1.65,48
8/4/2024,Porbandar,0,11.54,54.5,400,33,Warning,-46.35,1.65,48
8/5/2024,Porbandar,5.8,12.38,52.8,400,33,Warning,-45.77,2.23,48
8/6/2024,Porbandar,11.4,11.52,59.4,400,33,Warning,-45.21,2.79,48
8/7/2024,Porbandar,52.9,11.23,48.5,400,33,Warning,-41.06,6.94,48
8/8/2024,Porbandar,8.7,12.23,63.6,400,33,Warning,-45.48,2.52,48
8/9/2024,Porbandar,3.8,12.37,47.2,400,33,Warning,-45.97,2.03,48
8/10/2024,Porbandar,19.9,11.87,56.6,400,33,Warning,-44.36,3.64,48
8/11/2024,Porbandar,53.7,11.51,60.1,400,33,Warning,-40.98,7.02,48
8/12/2024,Porbandar,8.2,12.23,55.5,400,33,Warning,-45.53,2.47,48
8/13/2024,Porbandar,0,12.02,51.3,400,33,Warning,-46.35,1.65,48
8/14/2024,Porbandar,26.1,11.59,56.5,400,33,Warning,-43.74,4.26,48
8/15/2024,Porbandar,15.6,11.78,58.6,400,33,Warning,-44.79,3.21,48
8/16/2024,Porbandar,40.8,11.45,65.8,400,33,Warning,-42.27,5.73,48
8/17/2024,Porbandar,0,11.24,61.2,400,33,Warning,-46.35,1.65,48
8/18/2024,Porbandar,14.9,10.51,50.1,400,33,Warning,-44.86,3.14,48
8/19/2024,Porbandar,14.3,12.16,58.8,400,33,Warning,-44.92,3.08,48
8/20/2024,Porbandar,36.1,10.92,56.1,400,33,Warning,-42.74,5.26,48
8/21/2024,Porbandar,0,11.42,54.7,400,33,Warning,-46.35,1.65,48
8/22/2024,Porbandar,0,10.96,54.4,400,33,Warning,-46.35,1.65,48
8/23/2024,Porbandar,0,11.72,67.1,400,33,Warning,-46.35,1.65,48
8/24/2024,Porbandar,31,11.35,56.6,400,33,Warning,-43.25,4.75,48
8/25/2024,Porbandar,0,10.87,58.3,400,33,Warning,-46.35,1.65,48
8/26/2024,Porbandar,26.9,11.15,52.1,400,33,Warning,-43.66,4.34,48
8/27/2024,Porbandar,0,10.05,55.1,400,33,Warning,-46.35,1.65,48
8/28/2024,Porbandar,43,9.71,63.9,400,33,Warning,-42.05,5.95,48
8/29/2024,Porbandar,0,10.46,68.7,400,33,Warning,-46.35,1.65,48
8/30/2024,Porbandar,59.2,10.85,64.8,400,33,Warning,-40.43,7.57,48
8/31/2024,Porbandar,0,11.51,51,400,33,Warning,-46.35,1.65,48
9/1/2024,Porbandar,37.4,10.54,49.9,400,33,Warning,-42.61,5.39,48
9/2/2024,Porbandar,1,9.92,63.8,400,33,Warning,-46.25,1.75,48
9/3/2024,Porbandar,17.4,10.82,62.3,400,33,Warning,-44.61,3.39,48
9/4/2024,Porbandar,6.2,10.35,66.5,400,33,Warning,-45.73,2.27,48
9/5/2024,Porbandar,3.8,11.36,59,400,33,Warning,-45.97,2.03,48
9/6/2024,Porbandar,0,10.53,65,400,33,Warning,-46.35,1.65,48
9/7/2024,Porbandar,0,9.83,58.2,400,33,Warning,-46.35,1.65,48
9/8/2024,Porbandar,2.2,10.86,64.8,400,33,Warning,-46.13,1.87,48
9/9/2024,Porbandar,13.5,11.46,67.2,400,33,Warning,-45,3,48
9/10/2024,Porbandar,0,10.36,57.7,400,33,Warning,-46.35,1.65,48
9/11/2024,Porbandar,0,10,53.4,400,33,Warning,-46.35,1.65,48
9/12/2024,Porbandar,75.4,10.76,58.5,400,33,Warning,-38.81,9.19,48
9/13/2024,Porbandar,0,8.75,60,400,33,Warning,-46.35,1.65,48
9/14/2024,Porbandar,0,9.74,56.7,400,33,Warning,-46.35,1.65,48
9/15/2024,Porbandar,0,10.23,59.1,400,33,Warning,-46.35,1.65,48
9/16/2024,Porbandar,0,8.99,60.4,400,33,Warning,-46.35,1.65,48
9/17/2024,Porbandar,0,10.56,65.7,400,33,Warning,-46.35,1.65,48
9/18/2024,Porbandar,21.4,9.91,67.4,400,33,Warning,-44.21,3.79,48
9/19/2024,Porbandar,0,10.62,63.5,400,33,Warning,-46.35,1.65,48
9/20/2024,Porbandar,0,10,62.6,400,33,Warning,-46.35,1.65,48
9/21/2024,Porbandar,29.4,9.92,57.2,400,33,Warning,-43.41,4.59,48
9/22/2024,Porbandar,0,9.73,75.1,400,33,Warning,-46.35,1.65,48
9/23/2024,Porbandar,27.3,9.73,62.7,400,33,Warning,-43.62,4.38,48
9/24/2024,Porbandar,0,10.01,66.4,400,33,Warning,-46.35,1.65,48
9/25/2024,Porbandar,49,10.53,57.1,400,33,Warning,-41.45,6.55,48
9/26/2024,Porbandar,0,9.43,64.3,400,33,Warning,-46.35,1.65,48
9/27/2024,Porbandar,6.2,9.63,67,400,33,Warning,-45.73,2.27,48
9/28/2024,Porbandar,20.1,9.96,60.4,400,33,Warning,-44.34,3.66,48
9/29/2024,Porbandar,0,9.33,56.5,400,33,Warning,-46.35,1.65,48
9/30/2024,Porbandar,78,11.27,63.6,400,33,Warning,-38.55,9.45,48
10/1/2024,Porbandar,3.3,9.75,22.2,400,33,Warning,-46.02,1.98,48
10/2/2024,Porbandar,0,9.73,22.5,400,33,Warning,-46.35,1.65,48
10/3/2024,Porbandar,0,9.82,24.4,400,33,Warning,-46.35,1.65,48
10/4/2024,Porbandar,0,9.98,21.3,400,33,Warning,-46.35,1.65,48
10/5/2024,Porbandar,0,9.92,26.1,400,33,Warning,-46.35,1.65,48
10/6/2024,Porbandar,0,9.97,23.1,400,33,Warning,-46.35,1.65,48
10/7/2024,Porbandar,0,11.42,14.6,400,33,Warning,-46.35,1.65,48
10/8/2024,Porbandar,0,10.19,26,400,33,Warning,-46.35,1.65,48
10/9/2024,Porbandar,0,9.89,23.4,400,33,Warning,-46.35,1.65,48
10/10/2024,Porbandar,0,10.31,18.9,400,33,Warning,-46.35,1.65,48
10/11/2024,Porbandar,0,9.15,11.8,400,33,Warning,-46.35,1.65,48
10/12/2024,Porbandar,0,9.41,31,400,33,Warning,-46.35,1.65,48
10/13/2024,Porbandar,0,9.72,17.4,400,33,Warning,-46.35,1.65,48
10/14/2024,Porbandar,0,10.32,8.3,400,33,Warning,-46.35,1.65,48
10/15/2024,Porbandar,0,10.88,19.5,400,33,Warning,-46.35,1.65,48
10/16/2024,Porbandar,0,9.45,18.2,400,33,Warning,-46.35,1.65,48
10/17/2024,Porbandar,0,11.11,17.5,400,33,Warning,-46.35,1.65,48
10/18/2024,Porbandar,0,10.38,20.3,400,33,Warning,-46.35,1.65,48
10/19/2024,Porbandar,0,9.87,17.7,400,33,Warning,-46.35,1.65,48
10/20/2024,Porbandar,0.3,10.14,12.4,400,33,Warning,-46.32,1.68,48
10/21/2024,Porbandar,0,10.47,17.7,400,33,Warning,-46.35,1.65,48
10/22/2024,Porbandar,0,11.03,17.4,400,33,Warning,-46.35,1.65,48
10/23/2024,Porbandar,0,9.33,7,400,33,Warning,-46.35,1.65,48
10/24/2024,Porbandar,0,10.85,7.4,400,33,Warning,-46.35,1.65,48
10/25/2024,Porbandar,3.9,10.8,18.2,400,33,Warning,-45.96,2.04,48
10/26/2024,Porbandar,0,10.81,17,400,33,Warning,-46.35,1.65,48
10/27/2024,Porbandar,0,10.83,11.6,400,33,Warning,-46.35,1.65,48
10/28/2024,Porbandar,0,10.14,20.2,400,33,Warning,-46.35,1.65,48
10/29/2024,Porbandar,0,10.34,24.6,400,33,Warning,-46.35,1.65,48
10/30/2024,Porbandar,0,11.09,11.8,400,33,Warning,-46.35,1.65,48
10/31/2024,Porbandar,0,10.28,17,400,33,Warning,-46.35,1.65,48
11/1/2024,Porbandar,0,11.29,11.1,400,33,Warning,-46.35,1.65,48
11/2/2024,Porbandar,0,10.79,14.7,400,33,Warning,-46.35,1.65,48
11/3/2024,Porbandar,0,10.19,18,400,33,Warning,-46.35,1.65,48
11/4/2024,Porbandar,0,10.79,7.9,400,33,Warning,-46.35,1.65,48
11/5/2024,Porbandar,0,11.94,10.6,400,33,Warning,-46.35,1.65,48
11/6/2024,Porbandar,0,11.29,20.1,400,33,Warning,-46.35,1.65,48
11/7/2024,Porbandar,0,10.97,14.8,400,33,Warning,-46.35,1.65,48
11/8/2024,Porbandar,0,11.1,17.2,400,33,Warning,-46.35,1.65,48
11/9/2024,Porbandar,0,10.7,13.6,400,33,Warning,-46.35,1.65,48
11/10/2024,Porbandar,0,10.38,15.2,400,33,Warning,-46.35,1.65,48
11/11/2024,Porbandar,0,11.19,15,400,33,Warning,-46.35,1.65,48
11/12/2024,Porbandar,0,11.39,15.6,400,33,Warning,-46.35,1.65,48
11/13/2024,Porbandar,0,11.56,9,400,33,Warning,-46.35,1.65,48
11/14/2024,Porbandar,0,11.81,16.2,400,33,Warning,-46.35,1.65,48
11/15/2024,Porbandar,0,11.59,13.3,400,33,Warning,-46.35,1.65,48
11/16/2024,Porbandar,0,11.23,13.7,400,33,Warning,-46.35,1.65,48
11/17/2024,Porbandar,2.6,12.07,18.4,400,33,Warning,-46.09,1.91,48
11/18/2024,Porbandar,1.8,10.86,13.3,400,33,Warning,-46.17,1.83,48
11/19/2024,Porbandar,0,12.3,12,400,33,Warning,-46.35,1.65,48
11/20/2024,Porbandar,0,11.51,15.2,400,33,Warning,-46.35,1.65,48
11/21/2024,Porbandar,0,12.1,8.7,400,33,Warning,-46.35,1.65,48
11/22/2024,Porbandar,0,12.65,16.8,400,33,Warning,-46.35,1.65,48
11/23/2024,Porbandar,0,12.48,1.8,400,33,Warning,-46.35,1.65,48
11/24/2024,Porbandar,0.1,11.45,10.3,400,33,Warning,-46.34,1.66,48
11/25/2024,Porbandar,0,11.46,21.1,400,33,Warning,-46.35,1.65,48
11/26/2024,Porbandar,0,11.92,16.2,400,33,Warning,-46.35,1.65,48
11/27/2024,Porbandar,3.8,12.51,11.6,400,33,Warning,-45.97,2.03,48
11/28/2024,Porbandar,0,12.38,9.3,400,33,Warning,-46.35,1.65,48
11/29/2024,Porbandar,0,11.61,21.7,400,33,Warning,-46.35,1.65,48
11/30/2024,Porbandar,0,13.12,20.7,400,33,Warning,-46.35,1.65,48
12/1/2024,Porbandar,0,12.46,7.2,400,33,Warning,-46.35,1.65,48
12/2/2024,Porbandar,0,13.74,14.7,400,33,Warning,-46.35,1.65,48
12/3/2024,Porbandar,0,12.91,9.9,400,33,Warning,-46.35,1.65,48
12/4/2024,Porbandar,0,12.72,14.6,400,33,Warning,-46.35,1.65,48
12/5/2024,Porbandar,0,12.54,11.9,400,33,Warning,-46.35,1.65,48
12/6/2024,Porbandar,0,13.2,3.7,400,33,Warning,-46.35,1.65,48
12/7/2024,Porbandar,0,12.8,12.9,400,33,Warning,-46.35,1.65,48
12/8/2024,Porbandar,0,13.59,17.5,400,33,Warning,-46.35,1.65,48
12/9/2024,Porbandar,0,13.04,9.6,400,33,Warning,-46.35,1.65,48
12/10/2024,Porbandar,0,12.67,3.7,400,33,Warning,-46.35,1.65,48
